Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
24	            Animal Reeve	1.64	3.39	5.35	192	183	109	25	22	1.73	3.49
25	            Feed Pellets	1.61	4.09	6.92	231	215	192	27	26	1.97	0.08
26	            House Artist	1.59	1.73	3.63	224	222	198	27	25	2.01	1.09
27	                  Pavior	1.58	1.76	2.80	199	197	177	24	22	2.07	0.24
28	          Field Watchman	1.57	1.15	3.76	255	255	252	28	28	2.40	1.45
29	             Chain Float	1.55	2.00	3.14	267	265	217	32	29	1.97	1.37
30	           Muddy Puddles	1.55	2.96	9.66	249	243	181	35	27	1.77	1.42
31	            Field Fences	1.52	2.03	12.34	216	216	189	24	23	2.00	0.32
32	               Childless	1.51	1.54	3.33	189	187	166	22	20	2.25	2.04
33	               Pet Lover	1.50	2.16	3.82	257	257	232	32	27	2.17	1.85
34	      Skillful Renovator	1.50	3.15	7.81	172	169	109	21	18	1.76	2.54
35	                    Loom	1.49	2.26	8.79	202	200	160	25	21	2.06	4.19
36	            Brewery Pond	1.47	1.83	4.99	195	193	163	22	20	1.93	3.25
37	           Mining Hammer	1.46	2.78	6.57	244	239	209	26	25	1.84	-0.24
38	 Gardening Head Official	1.46	3.82	4.48	225	207	141	30	23	1.63	3.35
39	                Bookcase	1.45	1.31	4.26	256	256	248	26	26	1.86	-1.50
40	              Bricklayer	1.45	2.80	4.14	285	280	207	37	29	1.66	0.48
41	           Carrot Museum	1.44	2.41	7.12	209	199	146	23	21	1.67	0.41
42	                 Hauberg	1.44	3.11	9.66	209	204	136	26	21	1.77	3.76
43	      Basketmaker's Wife	1.44	3.54	5.77	198	184	142	26	20	1.91	2.88
44	                     Hod	1.43	3.27	7.62	240	231	194	26	24	1.77	-0.10
45	         Furniture Maker	1.42	3.53	2.75	221	205	166	24	22	1.62	-0.45
46	                Claypipe	1.42	3.82	7.45	261	240	176	30	26	1.71	1.72
47	               Cordmaker	1.40	2.33	2.90	224	221	184	28	22	1.88	0.62
48	           Lettuce Patch	1.39	2.88	10.09	237	235	187	25	23	1.86	1.01
49	    Little Stick Knitter	1.38	2.30	5.85	238	237	167	30	23	1.57	0.13
50	            Young Farmer	1.38	2.39	5.06	176	174	134	19	17	1.79	0.06
51	                Milk Jug	1.38	3.28	9.73	290	288	250	31	28	1.77	-0.52
52	  Recreational Carpenter	1.35	2.06	4.61	232	231	186	24	22	1.80	1.31
53	        Tree Farm Joiner	1.35	3.49	3.98	222	216	149	27	21	1.59	0.78
54	     Half-Timbered House	1.34	3.45	13.08	224	213	87	29	21	1.25	5.67
55	       Lord of the Manor	1.32	3.44	13.33	152	149	67	19	14	1.52	9.04
56	                 Trellis	1.30	3.08	8.92	241	236	212	24	22	1.81	-1.03
57	           Harvest House	1.29	2.53	9.40	199	194	160	19	18	2.02	1.89
58	            Value Assets	1.29	3.84	5.73	254	239	209	25	23	1.60	-1.56
59	              Plow Maker	1.28	2.67	7.92	223	221	186	23	20	1.68	-0.57
60	         Animal Activist	1.28	4.01	4.65	201	186	110	26	18	1.43	2.95
61	            Sheep Walker	1.27	3.79	10.01	203	189	107	23	18	1.37	1.97
62	             Food Basket	1.27	3.84	10.55	236	224	185	22	21	1.84	1.31
63	               Wood Cart	1.26	1.91	7.64	227	227	195	20	20	1.68	-1.79
64	              Baseboards	1.26	3.97	10.28	192	183	145	20	17	1.72	-0.30
65	           Junior Artist	1.25	2.20	2.22	275	267	211	30	24	1.64	-0.37
66	              Hand Truck	1.25	2.45	6.25	195	191	153	17	17	1.68	1.72
67	                Handplow	1.25	2.92	5.85	274	263	220	26	24	1.52	-1.84
68	          Wood Collector	1.24	2.98	4.35	230	228	181	27	20	1.79	0.52
69	            Butter Churn	1.23	3.51	6.65	232	221	176	24	20	1.75	0.85
70	        Reed-Hatted Toad	1.22	2.47	1.54	304	298	238	30	26	1.67	-0.39
71	                  Priest	1.22	3.76	6.03	210	178	119	25	18	1.43	2.40
72	           Wood Barterer	1.21	1.71	4.05	236	236	212	21	20	1.82	-1.17
73	             Forest Plow	1.21	2.54	7.00	272	262	234	23	23	1.86	0.25
74	    Family Friendly Home	1.20	2.27	5.78	226	225	180	22	19	1.80	0.39
75	           Milking Stool	1.20	2.65	10.03	202	196	145	18	17	1.59	-1.24
76	               Confidant	1.20	3.36	10.64	214	206	112	21	18	1.38	1.75
77	            Animal Tamer	1.20	3.72	7.96	249	245	181	22	21	1.42	-1.75
78	             Rammed Clay	1.18	1.44	5.73	278	278	276	23	23	1.97	-1.49
79	                 Plowman	1.18	2.77	2.96	255	244	195	24	21	1.66	1.28
80	            Writing Desk	1.18	3.02	7.16	243	235	184	25	20	1.45	-1.71
81	                 Bottles	1.18	4.06	10.05	278	254	150	29	23	1.38	2.32
82	             Clay Supply	1.17	3.38	3.40	219	213	174	22	18	1.41	-2.88
83	               Beanfield	1.17	3.85	9.80	269	253	179	26	22	1.48	-0.04
84	                 Bucksaw	1.17	4.17	7.60	208	186	134	18	17	1.44	-1.10
85	         Sleeping Corner	1.16	2.34	10.29	235	230	150	26	19	1.42	0.25
86	            Hedge Keeper	1.16	3.36	8.33	235	229	178	24	19	1.78	1.81
87	               Nest Site	1.15	3.43	4.40	298	273	210	29	24	1.60	0.14
88	                Beer Keg	1.15	3.58	9.10	211	182	104	22	17	1.43	5.12
89	                   Mason	1.14	2.32	12.60	175	174	118	19	14	1.62	0.87
90	      Wooden Whey Bucket	1.14	2.95	8.19	226	217	167	23	18	1.64	0.56
91	          Stable Planner	1.14	3.10	3.21	239	228	175	20	19	1.60	0.21
92	               Carpenter	1.13	2.61	4.48	291	285	207	27	23	1.40	-1.68
93	                Equipper	1.13	3.38	3.41	290	265	180	32	23	1.35	1.46
94	          Moldboard Plow	1.12	1.88	7.72	307	304	281	26	24	1.78	-0.96
95	         Carpenter's Axe	1.12	2.96	6.51	267	261	226	25	21	1.47	-2.93
96	        Winter Caretaker	1.12	3.80	8.58	216	200	139	23	17	1.46	0.00
97	            Chicken Coop	1.12	3.81	6.65	267	249	154	30	21	1.33	1.00
98	                  Patron	1.11	2.42	1.71	257	253	230	20	20	1.77	-0.84
99	            Treegardener	1.11	2.99	5.56	205	199	147	19	16	1.62	1.07
100	          Private Forest	1.11	3.20	2.57	283	265	190	28	22	1.38	-1.94
101	      Newly-Plowed Field	1.11	3.68	11.48	258	240	153	25	20	1.28	-0.38
102	                 Trident	1.11	3.90	9.26	283	271	208	27	22	1.50	1.64
103	        Food Distributor	1.11	4.36	11.74	219	198	136	21	17	1.41	-0.52
104	             Full Farmer	1.10	3.65	10.58	169	154	89	16	13	1.58	4.66
105	                Bonehead	1.09	2.41	2.87	261	260	239	21	20	1.71	-1.91
106	      Renovation Company	1.09	3.43	4.04	249	201	115	24	19	1.15	1.63
107	  Bed in the Grain Field	1.08	3.24	9.56	265	246	134	30	20	1.22	1.13
108	         Forest Lake Hut	1.08	3.32	6.24	316	310	247	29	24	1.47	-1.99
109	            Throwing Axe	1.08	3.50	8.46	225	219	178	21	17	1.59	-1.21
110	 Excursion to the Quarry	1.08	4.57	10.97	237	211	109	24	18	1.23	4.36
111	     Wooden Hut Extender	1.07	1.51	4.93	240	240	215	20	18	1.77	-0.80
112	                Loam Pit	1.07	2.17	8.45	294	293	237	25	22	1.71	-0.50
113	                    Stew	1.07	2.47	4.76	280	261	201	24	21	1.48	0.42
114	                 Collier	1.07	2.56	2.46	267	262	209	22	20	1.56	-1.37
115	               Mole Plow	1.07	2.95	10.10	254	239	187	24	19	1.38	-1.06
116	             Conservator	1.07	3.05	10.96	253	247	168	21	19	1.55	2.48
117	               Wood Rake	1.07	4.64	10.52	241	209	107	27	18	1.19	3.04
118	         Potter Ceramics	1.06	2.15	5.22	255	255	244	21	19	1.71	-1.94
119	     Brushwood Collector	1.06	2.34	3.71	296	293	225	27	22	1.36	-2.33
120	            Mini Pasture	1.06	2.89	7.27	284	279	248	25	21	1.74	-0.34
121	             Forest Well	1.06	4.11	8.59	230	202	150	21	17	1.32	-0.91
122	                   Tutor	1.06	4.25	2.82	230	172	137	22	17	1.19	0.09
123	               Excavator	1.05	1.92	2.39	271	269	198	23	20	1.45	-1.73
124	            Water Worker	1.05	2.45	2.82	285	280	219	25	21	1.49	-1.46
125	              Pet Broker	1.05	4.17	7.27	205	193	135	17	15	1.44	0.93
126	           Barrow Pusher	1.04	2.87	6.05	247	244	182	22	18	1.42	-1.66
127	             Wood Expert	1.04	2.90	3.97	192	182	136	21	14	1.53	0.03
128	                  Trowel	1.04	2.98	8.98	248	239	182	23	18	1.43	-1.14
129	               Chophouse	1.04	3.88	6.87	275	242	196	22	20	1.43	-1.30
130	            Wood Carrier	1.03	2.80	11.89	152	152	115	11	11	1.58	0.83
131	             Greengrocer	1.03	3.26	6.73	332	310	227	28	24	1.40	-0.04
132	              Feed Fence	1.03	3.44	6.75	264	254	208	25	19	1.50	-1.46
133	           Shoreforester	1.03	3.85	2.61	250	225	144	29	18	1.29	0.11
134	           Ranch Provost	1.03	3.89	5.03	209	191	120	21	15	1.30	0.45
135	           Potato Digger	1.03	4.08	11.73	222	206	110	25	16	1.38	3.70
136	             Wood Cutter	1.02	2.79	2.84	295	289	241	25	21	1.40	-1.47
137	         Education Bonus	1.02	2.96	6.93	251	243	204	22	18	1.55	-1.27
138	                  Credit	1.02	4.57	9.03	211	165	138	15	15	1.48	0.48
139	        Shepherd's Crook	1.01	4.47	8.34	297	248	185	28	21	1.37	-0.13
140	                Layabout	1.01	4.54	9.73	255	237	149	22	18	1.31	0.01
141	          Sheep Provider	0.99	3.73	6.01	246	236	162	22	17	1.43	-0.44
142	    Three-Field Rotation	0.99	4.49	10.34	274	239	151	23	19	1.20	0.25
143	                Chairman	0.98	3.24	1.73	291	277	231	25	20	1.52	-0.72
144	                    Wage	0.98	4.49	8.17	249	219	195	19	17	1.52	-1.49
145	          Turnwrest Plow	0.97	1.99	8.68	265	265	239	18	18	1.77	-0.77
146	               Hawktower	0.97	2.78	5.94	206	185	131	18	14	1.43	0.84
147	               Blueprint	0.97	3.04	5.81	337	330	270	29	23	1.39	-2.64
148	               Reed Pond	0.97	3.21	8.65	279	271	190	24	19	1.44	-0.44
149	            Stork's Nest	0.97	3.78	9.19	251	231	89	23	17	1.04	4.72
150	                  Rustic	0.97	4.16	7.20	236	166	87	25	16	0.99	3.90
151	        Small Greenhouse	0.96	3.60	6.26	298	269	191	30	20	1.37	0.23
152	                 Tumbrel	0.96	4.31	6.92	252	233	198	20	17	1.52	-1.57
153	          Master Builder	0.96	4.41	12.87	238	200	89	27	16	1.04	2.49
154	                   Canoe	0.95	2.67	5.17	286	276	212	22	19	1.34	-1.59
155	                Pond Hut	0.95	3.51	6.48	270	259	184	25	18	1.42	-0.86
156	           House Steward	0.95	3.52	4.55	210	200	146	18	14	1.46	-0.76
157	               Pig Owner	0.94	4.75	13.03	183	161	60	20	12	1.02	6.27
158	                Haydryer	0.93	3.71	10.71	185	171	97	19	12	1.14	-1.19
159	      Small-scale Farmer	0.92	3.56	1.28	281	228	163	23	18	1.27	-0.12
160	             Fishing Net	0.92	4.03	7.30	327	304	216	27	21	1.22	-1.39
161	       Wood Slide Hammer	0.91	2.53	9.28	220	212	152	19	14	1.51	0.37
162	               Harpooner	0.90	2.05	3.63	301	298	255	22	19	1.47	-2.44
163	          Animal Catcher	0.90	3.03	10.89	238	233	162	19	15	1.45	-0.05
164	    Night-School Student	0.90	4.08	4.95	237	206	121	21	15	1.11	0.09
165	                   Lasso	0.90	4.26	9.29	302	270	188	24	19	1.06	-2.14
166	                   Buyer	0.89	3.43	6.90	240	230	134	29	15	1.22	1.69
167	                Scullery	0.89	3.66	4.09	290	259	173	32	18	1.15	-0.39
168	        Sculpture Course	0.89	3.80	5.67	225	188	120	26	14	1.16	-0.95
169	            Christianity	0.89	4.24	9.76	258	245	174	23	16	1.40	-0.55
170	                 Granary	0.89	4.44	7.28	257	207	138	19	16	1.27	0.64
171	              Beer Stein	0.89	4.91	9.41	289	212	105	24	18	0.95	2.63
172	           Retail Dealer	0.88	2.85	3.41	243	234	192	22	15	1.55	-1.67
173	                 Plumber	0.88	3.62	7.63	275	260	161	25	17	1.10	-2.46
174	         Threshing Board	0.88	3.89	9.77	261	242	159	23	16	1.21	-0.74
175	                  Stable	0.88	5.05	8.75	244	191	150	23	15	1.27	-0.49
176	        Forestry Studies	0.87	3.31	3.05	295	255	169	23	18	1.08	-1.92
177	           Animal Dealer	0.87	3.33	9.15	262	251	160	21	16	1.22	-1.48
178	               Junk Room	0.87	3.83	5.16	295	278	234	20	18	1.34	-2.95
179	               Sack Cart	0.87	4.08	6.92	294	250	145	29	18	1.20	1.23
180	         Village Peasant	0.87	5.00	13.41	181	150	74	16	11	0.96	-0.04
181	                 Ebonist	0.86	3.78	5.95	232	214	139	20	14	1.21	-1.48
182	        Clay Deliveryman	0.86	3.79	5.53	248	239	136	23	15	1.26	2.08
183	           Stable Master	0.86	4.47	7.81	249	209	135	33	15	1.15	-0.54
184	           Fellow Grazer	0.86	4.64	13.10	217	182	92	23	13	1.09	3.40
185	              Food Chest	0.86	4.78	7.83	284	222	161	26	17	1.14	-1.31
186	         Party Organizer	0.86	4.94	11.57	233	193	101	19	14	1.01	2.63
187	      Domestician Expert	0.85	4.30	6.47	235	209	110	25	14	0.97	-0.54
188	                  Scales	0.84	2.29	1.54	256	244	196	17	15	1.33	-1.80
189	              Club House	0.84	3.68	6.75	205	194	171	14	12	1.57	-1.60
190	         Agrarian Fences	0.84	3.90	7.46	272	257	214	16	16	1.37	-3.28
191	            Bread Paddle	0.84	3.96	6.94	288	261	172	27	17	1.14	-1.65
192	             Stonecutter	0.84	4.00	6.69	272	262	134	24	16	1.13	2.03
193	                  Grange	0.84	4.58	13.87	220	171	46	24	13	0.82	11.23
194	          Animal Teacher	0.83	3.59	4.01	241	218	144	20	14	1.22	0.08
195	                   Flail	0.83	3.60	6.80	292	272	232	18	17	1.38	-2.44
196	           Basket Weaver	0.83	3.73	7.67	207	200	136	21	12	1.32	-0.02
197	     Maintenance Premium	0.83	3.76	6.93	257	238	203	16	15	1.33	-3.29
198	     Store of Experience	0.83	5.32	7.59	258	188	150	18	15	0.95	-3.08
199	             Plow Driver	0.82	3.04	9.82	208	191	125	20	12	1.49	3.67
200	                Conjurer	0.82	3.92	4.26	244	202	124	18	14	1.12	0.53
201	            Game Catcher	0.82	4.27	13.68	243	237	130	24	14	1.20	-0.28
202	          Master Workman	0.82	5.23	6.25	227	155	63	21	13	0.77	2.49
203	              Beer Table	0.81	2.16	5.09	229	221	172	17	13	1.45	-1.78
204	           Chimney Sweep	0.81	3.40	11.65	194	192	116	18	11	1.29	0.55
205	               Woodcraft	0.81	4.26	5.65	298	257	217	24	17	1.35	-0.19
206	       Master Bricklayer	0.81	4.42	8.79	230	211	100	22	13	1.12	4.95
207	             Supply Boat	0.80	3.87	7.54	286	265	222	19	16	1.51	-0.99
208	          Swimming Class	0.80	4.40	8.34	251	205	142	16	14	1.23	-0.39
209	            Baking Sheet	0.80	4.82	6.41	284	232	164	21	16	1.10	-1.23
210	             Gift Basket	0.80	4.82	11.48	249	217	98	21	14	1.03	1.24
211	     Calcium Fertilizers	0.80	4.89	4.83	251	202	131	19	14	1.17	1.30
212	           Digging Spade	0.80	5.33	9.41	303	218	106	30	17	0.84	1.67
213	              Remodeling	0.80	5.36	10.89	232	158	98	15	13	1.01	2.16
214	               Collector	0.79	2.89	8.57	198	192	135	16	11	1.27	-1.02
215	               Plow Hero	0.79	3.46	8.36	253	227	168	22	14	1.20	-2.69
216	            Chick Stable	0.79	3.54	5.29	254	243	213	15	14	1.47	-1.85
217	            Clay Puncher	0.79	4.36	2.89	235	185	104	18	13	0.98	0.94
218	          Potato Planter	0.79	4.43	5.14	236	182	78	24	13	0.82	2.54
219	                  Pastor	0.79	4.73	6.79	234	183	90	22	13	0.94	2.75
220	                 Swagman	0.78	3.43	5.25	273	258	154	23	15	1.16	-1.03
221	              Steam Plow	0.78	3.48	8.90	312	293	228	21	17	1.42	-1.04
222	               Constable	0.78	3.52	5.04	182	170	119	14	10	1.52	0.41
223	             Lumber Mill	0.78	3.90	6.95	237	212	149	15	13	1.33	0.03
224	     Schnapps Distillery	0.78	4.53	11.06	276	228	116	22	15	0.89	0.14
225	                Beer Tap	0.78	4.69	7.37	293	223	172	19	16	1.09	-1.32
226	             Seed Trader	0.78	5.15	10.92	255	193	107	23	14	0.96	1.26
227	             Roof Ladder	0.77	3.48	7.43	260	248	192	24	14	1.44	-0.77
228	              Corn Scoop	0.77	3.50	6.17	317	283	233	22	17	1.19	-3.04
229	        Clay Hut Builder	0.77	3.72	6.61	242	226	129	17	13	1.26	1.77
230	                   Hutch	0.77	3.77	7.36	260	243	176	20	14	1.20	-1.99
231	              Stone Cart	0.77	4.44	6.62	279	243	138	27	15	1.00	-1.92
232	          Mineral Feeder	0.77	4.69	9.22	279	234	132	21	15	1.02	0.95
233	        Horse-Drawn Boat	0.76	3.46	7.68	245	235	135	21	13	1.14	-0.92
234	        Wildlife Reserve	0.76	4.10	10.01	300	278	171	24	16	1.11	-0.45
235	           Scythe Worker	0.76	4.68	7.83	264	224	128	20	14	0.90	-1.66
236	           Bale of Straw	0.76	4.98	7.65	300	240	196	19	16	1.22	-0.58
237	                Pigswill	0.76	5.07	9.23	300	241	140	25	16	0.87	-1.79
238	                Cottager	0.75	2.50	4.30	305	300	202	27	16	1.06	-2.87
239	               Geologist	0.75	4.08	3.46	304	269	158	24	16	0.93	-1.99
240	           Greening Plan	0.75	4.17	12.16	249	210	103	21	13	0.95	-0.82
241	      Seaweed Fertilizer	0.75	4.34	9.41	265	223	140	22	14	1.14	-0.44
242	     Straw-Thatched Roof	0.74	3.52	8.84	309	273	147	29	16	1.17	1.93
243	        Large Greenhouse	0.74	3.67	5.87	289	256	157	18	15	1.19	0.17
244	                Stockman	0.74	4.58	10.15	251	237	139	24	13	1.08	0.75
245	            New Purchase	0.74	4.76	6.97	213	143	112	14	11	0.98	-1.74
246	       Upscale Lifestyle	0.73	3.41	7.53	254	242	173	18	13	1.08	-3.13
247	           Forest Trader	0.73	3.56	4.24	255	243	165	19	13	1.04	-3.70
248	               Pitchfork	0.73	4.63	7.80	315	242	169	20	16	0.93	-3.03
249	          Lawn Fertilzer	0.73	4.76	7.71	293	249	195	16	15	1.22	-1.64
250	              New Market	0.73	4.91	9.51	274	221	141	24	14	1.07	0.27
251	          Moral Crusader	0.72	3.87	3.77	238	193	113	17	12	1.02	-0.48
252	        Strawberry Patch	0.72	4.30	12.56	258	236	91	25	13	0.87	1.64
253	                Overhaul	0.72	4.63	12.70	299	273	168	26	15	1.18	-1.14
254	         Private Teacher	0.71	2.02	1.92	222	220	201	12	11	1.43	-2.84
255	         Seasonal Worker	0.71	2.35	4.58	301	289	210	21	15	1.27	-1.90
256	          Drift-Net Boat	0.71	3.39	7.25	303	279	181	23	15	1.07	-1.73
257	           Lantern House	0.71	3.42	1.65	262	210	137	18	13	0.98	-1.47
258	    Shifting Cultivation	0.71	4.42	10.10	282	259	208	15	14	1.41	-1.43
259	              Trout Pool	0.71	4.87	8.13	323	254	164	24	16	1.04	-0.84
260	            Clay Deposit	0.71	4.88	7.79	301	223	112	18	15	0.85	0.84
261	               Stockyard	0.70	3.31	7.84	223	216	173	16	11	1.30	-3.28
262	             Housemaster	0.70	4.92	13.27	225	192	60	17	11	0.83	6.45
263	          Potters Market	0.70	4.94	8.92	265	195	108	18	13	0.82	-0.74
264	            Feeding Dish	0.69	5.11	8.20	291	205	127	20	14	0.72	-3.43
265	             Paper Maker	0.68	4.27	5.99	252	218	136	16	12	0.98	-2.01
266	                Bohemian	0.68	4.31	5.06	251	210	108	27	12	0.80	-1.11
267	          Hard Porcelain	0.68	4.35	8.33	252	221	146	19	12	1.03	-1.49
268	            Thick Forest	0.68	4.60	6.54	273	232	127	24	13	0.96	0.37
269	             Rolling Pin	0.68	5.16	6.84	293	207	131	22	14	0.98	1.00
270	      Firewood Collector	0.67	4.04	5.45	279	250	141	18	13	0.98	-1.22
271	          Milking Parlor	0.67	5.07	10.52	276	214	103	25	13	0.81	1.05
272	              Fern Seeds	0.67	5.20	11.68	257	175	77	18	12	0.77	1.87
273	              Tree Guard	0.66	3.46	4.34	194	173	88	16	9	0.96	0.39
274	            Small Basket	0.66	4.20	8.25	261	218	170	14	12	1.20	-1.79
275	          Hunting Trophy	0.66	5.46	11.58	261	208	101	19	12	0.95	2.69
276	            Trap Builder	0.65	2.52	3.59	285	269	166	18	13	1.14	-1.18
277	        Luxurious Hostel	0.65	4.97	12.26	243	155	43	19	11	0.53	3.79
278	               Wood Pile	0.65	5.38	11.06	285	234	100	23	13	0.83	1.42
279	         Oven Firing Boy	0.64	4.23	9.04	244	200	74	21	11	0.79	2.52
280	               Mandoline	0.64	4.72	8.33	245	172	95	16	11	0.82	-1.08
281	             Clay Warden	0.63	3.37	2.12	273	266	202	17	12	1.28	-2.65
282	           Steam Machine	0.63	3.62	9.21	250	228	141	24	11	1.11	-1.38
283	             Foreign Aid	0.63	3.86	5.04	249	212	142	14	11	1.08	-1.46
284	                Thresher	0.63	4.02	7.64	250	224	146	19	11	1.04	-1.99
285	              Farm Store	0.63	4.03	7.23	270	237	154	20	12	1.02	-0.76
286	    Fire Protection Pond	0.63	4.71	5.02	294	226	132	22	13	0.86	-1.34
287	          Organic Farmer	0.63	5.06	13.49	180	144	43	19	8	0.77	5.72
288	          Writing Boards	0.62	3.44	11.34	232	227	167	15	10	1.27	-1.11
289	       Storehouse Keeper	0.62	3.56	3.43	275	247	164	20	12	1.01	-2.91
290	          Clay Plasterer	0.62	3.83	6.47	299	282	172	17	13	1.05	-0.89
291	           Casual Worker	0.62	3.83	8.35	254	239	144	20	11	1.07	-0.81
292	           Acorns Basket	0.62	4.72	10.66	276	234	107	23	12	0.79	-1.74
293	          Truffle Slicer	0.62	4.93	9.56	230	186	103	13	10	0.91	-0.20
294	      Outskirts Director	0.61	3.45	3.77	305	278	168	18	13	1.05	-0.86
295	              Portmonger	0.61	3.60	3.97	283	264	173	22	12	1.20	-0.87
296	             Fish Farmer	0.61	3.69	2.96	280	252	155	19	12	0.93	-2.17
297	             Ale-Benches	0.61	4.25	9.01	305	255	137	23	13	0.87	-0.54
298	            Green Grocer	0.61	5.08	9.47	234	182	66	20	10	0.63	0.42
299	                 Furrows	0.61	5.20	10.23	256	184	109	19	11	0.87	0.48
300	           Shovel Bearer	0.60	3.21	3.29	264	248	180	17	11	1.23	-2.25
301	              Wholesaler	0.60	3.52	10.27	189	181	117	16	8	1.36	0.50
302	         Field Caretaker	0.60	3.76	8.41	214	203	153	14	9	1.14	-3.21
303	  Automatic Water Trough	0.60	5.30	10.20	288	202	116	20	12	0.71	-2.12
304	              Consultant	0.60	5.34	12.49	237	198	73	26	10	0.72	0.22
305	             Beating Rod	0.59	4.28	7.62	243	216	177	15	10	1.35	-1.89
306	            Clay Kneader	0.59	4.35	5.11	293	257	167	18	12	1.03	-1.65
307	            Crack Weeder	0.59	5.02	8.29	267	210	155	16	11	0.97	-2.64
308	      Fisherman's Friend	0.58	4.25	4.45	245	210	99	21	10	0.77	-2.28
309	                Lutenist	0.58	4.80	4.38	270	231	107	21	11	0.77	-0.91
310	        Adoptive Parents	0.57	4.49	7.60	251	225	143	23	10	1.11	-0.23
311	        Housebook Master	0.57	4.61	9.38	225	175	73	15	9	0.76	2.57
312	   Journeyman Bricklayer	0.57	5.33	9.64	251	214	87	20	10	0.73	-0.18
313	                 Scholar	0.56	3.81	7.99	229	184	95	15	9	0.95	-0.10
314	              Hook Knife	0.56	5.36	10.59	254	182	92	21	10	0.91	3.91
315	           Animal Feeder	0.55	2.97	5.41	287	275	165	19	11	0.92	-3.18
316	          Roof Ballaster	0.55	3.86	12.28	235	224	79	21	9	0.75	-1.05
317	           Brewing Water	0.55	4.88	5.75	288	215	150	16	11	0.90	-3.10
318	        Cattle Whisperer	0.55	5.49	4.76	234	131	41	17	9	0.54	5.25
319	              Millwright	0.54	4.95	8.59	291	225	107	23	11	0.73	-2.12
320	        Wholesale Market	0.54	5.13	10.51	289	178	53	18	11	0.52	2.99
321	            Civic Facade	0.54	5.34	8.19	289	172	98	16	11	0.72	0.37
322	                    Corf	0.54	5.61	8.46	290	203	100	25	11	0.69	-0.57
323	      Established Person	0.53	3.63	4.36	241	187	122	14	9	0.99	-0.54
324	          Stable Cleaner	0.53	4.19	10.72	216	193	95	17	8	0.93	1.18
325	      Schnapps Distiller	0.53	4.24	8.56	270	226	106	24	10	0.70	-2.17
326	           Estate Worker	0.53	4.30	4.35	217	190	114	14	8	0.92	-3.49
327	           Cattle Feeder	0.53	4.66	8.09	269	224	104	23	10	0.71	-1.46
328	          Soil Scientist	0.53	4.74	7.36	268	219	104	22	10	0.69	-2.19
329	              Clay Firer	0.53	5.00	9.03	269	223	96	24	10	0.74	-0.16
330	          Petrified Wood	0.53	5.35	9.83	269	172	59	17	10	0.59	1.59
331	            Forest Owner	0.52	3.69	4.26	274	260	174	22	10	1.00	-2.73
332	               Reed Belt	0.52	3.71	3.66	327	289	179	19	12	0.96	-2.79
333	             Tree Cutter	0.52	4.07	4.36	274	235	129	17	10	0.87	-2.38
334	     German Heath Keeper	0.52	4.71	9.80	247	214	102	24	9	0.71	-3.15
335	        Potato Harvester	0.52	4.77	8.16	273	227	136	17	10	0.82	-2.40
336	             Stone Tongs	0.52	4.82	7.96	300	243	156	21	11	0.84	-2.44
337	            Market Crier	0.51	4.25	6.73	311	265	184	17	11	1.00	-2.03
338	                 Tasting	0.51	4.41	7.42	279	228	151	18	10	0.98	-0.66
339	           Milking Place	0.51	5.43	9.39	278	184	89	22	10	0.77	1.13
