Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
39	               Reap Hook	3.77	2.32	5.95	1271	1256	1186	348	335	3.74	1.92
40	           Milking Stool	3.73	2.42	10.29	1348	1338	1117	397	352	3.51	1.38
41	     Wooden Hut Extender	3.71	1.51	4.73	1122	1122	1039	303	291	3.46	0.56
42	           Lettuce Patch	3.71	2.94	10.23	1201	1192	977	346	312	3.39	1.96
43	            House Artist	3.69	1.74	3.49	1149	1141	1015	325	297	3.48	2.12
44	                 Trellis	3.69	2.90	8.60	1272	1258	1130	361	329	3.45	0.96
45	            Feed Pellets	3.67	4.01	7.45	1261	1190	1078	354	324	3.44	1.50
46	            Wood Carrier	3.66	2.59	11.96	1180	1174	932	352	302	3.40	1.98
47	            Animal Reeve	3.65	2.96	6.55	1170	1142	833	361	299	3.22	2.78
48	                  Porter	3.62	2.85	3.56	1113	1084	854	346	282	3.23	3.24
49	                Bonehead	3.61	2.41	3.16	1208	1204	1126	324	305	3.57	0.84
50	             Rammed Clay	3.57	1.55	6.11	1266	1264	1230	327	316	3.55	0.72
51	              Hand Truck	3.54	2.22	6.54	1266	1246	1032	361	314	3.21	1.23
52	              Wholesaler	3.51	3.40	10.22	1156	1128	857	346	284	3.22	2.29
53	           Mining Hammer	3.50	2.88	6.48	1294	1269	1126	341	317	3.38	1.30
54	                     Hod	3.50	3.33	7.63	1258	1225	1059	348	308	3.30	1.45
55	           Wood Barterer	3.47	1.64	3.74	1170	1169	1066	305	284	3.38	0.07
56	           Clay Supports	3.46	1.42	5.85	1251	1249	1101	338	303	3.26	0.71
57	            Writing Desk	3.45	2.99	7.67	1263	1245	1037	353	305	3.20	0.58
58	           House Steward	3.45	3.42	4.53	1130	1092	821	320	273	3.09	1.83
59	       Wood Slide Hammer	3.44	2.30	10.06	1211	1180	910	355	292	3.13	1.96
60	               Collector	3.44	2.69	7.46	1157	1108	860	335	279	3.14	1.20
61	           Chimney Sweep	3.44	3.30	11.97	1153	1146	825	338	278	3.05	1.97
62	        Food Distributor	3.43	4.19	11.82	1129	1056	808	319	271	3.14	2.58
63	           Carrot Museum	3.42	2.23	7.10	1299	1267	959	377	311	3.08	1.62
64	               Wood Cart	3.40	1.83	7.42	1234	1230	1066	324	294	3.23	-0.04
65	       Lord of the Manor	3.39	2.93	13.42	1164	1157	643	375	276	2.84	4.71
66	          Writing Boards	3.39	3.36	11.31	1231	1220	967	352	292	3.12	1.27
67	             Plow Driver	3.38	2.88	9.62	1227	1161	861	354	290	3.10	2.88
68	             Food Basket	3.36	3.53	10.74	1264	1210	1035	334	297	3.25	1.57
69	            Treegardener	3.34	2.85	5.57	1141	1120	891	326	267	3.20	1.64
70	            Value Assets	3.34	4.03	5.91	1266	1182	1055	320	296	3.17	1.09
71	                Beer Keg	3.32	3.34	8.98	1222	1122	713	361	284	2.82	4.16
72	            Mini Pasture	3.31	3.04	7.96	1342	1328	1182	349	311	3.24	0.89
73	            Young Farmer	3.30	2.19	5.08	1169	1161	965	313	270	3.25	0.48
74	              Baseboards	3.29	3.77	10.48	1233	1193	1005	328	284	3.25	0.83
75	         Charcoal Burner	3.28	2.74	2.74	1190	1180	963	317	273	3.20	2.75
76	                 Hauberg	3.28	3.02	9.51	1270	1247	886	362	292	3.09	3.30
77	                Loam Pit	3.26	2.23	8.58	1285	1275	1026	334	293	3.03	1.03
78	                Haydryer	3.25	3.43	10.62	1212	1159	816	342	276	2.96	1.66
79	          Turnwrest Plow	3.23	2.00	9.25	1258	1249	1138	300	284	3.30	0.82
80	          Moldboard Plow	3.22	1.88	7.77	1253	1239	1159	302	282	3.26	0.58
81	               Cordmaker	3.21	2.18	2.52	1121	1106	958	291	252	3.14	0.41
82	             Forest Plow	3.20	2.64	7.48	1284	1242	1091	330	288	3.19	0.89
83	              Club House	3.20	3.64	6.82	1244	1188	1000	323	279	3.13	0.75
84	        Winter Caretaker	3.19	3.79	8.74	1199	1138	868	340	268	3.01	1.95
85	         Furniture Maker	3.18	3.26	2.83	1185	1124	942	307	264	2.96	-0.15
86	             Chain Float	3.17	2.06	3.41	1234	1217	1031	322	274	3.14	1.55
87	 Gardening Head Official	3.17	3.72	4.54	1162	1090	810	319	258	2.92	2.58
88	         Animal Activist	3.16	3.79	4.42	1189	1130	811	335	263	2.90	1.68
89	              Plow Maker	3.14	2.69	8.12	1212	1189	1026	300	266	3.12	0.41
90	      Wooden Whey Bucket	3.12	2.93	7.89	1262	1230	1022	323	276	3.09	0.73
91	              Beer Table	3.11	2.00	5.67	1251	1229	1020	317	272	3.04	-0.50
92	               Confidant	3.11	3.35	10.49	1209	1184	795	347	263	2.83	2.17
93	           Muddy Puddles	3.08	2.90	10.11	1267	1246	978	339	273	2.98	1.37
94	               Stockyard	3.08	3.12	7.72	1284	1253	1061	321	277	3.04	-0.42
95	            Forest Stone	3.06	3.66	6.98	1229	1167	1011	308	263	3.10	0.94
96	              Wood Field	3.05	4.07	8.46	1260	1200	980	327	269	2.94	0.54
97	                  Patron	3.04	2.51	1.96	1175	1146	1023	282	250	3.02	-0.23
98	               Reed Pond	3.04	3.34	8.36	1256	1224	897	338	267	2.83	1.66
99	               Constable	3.03	3.37	5.13	1125	1090	786	308	239	2.95	2.50
100	         Sleeping Corner	3.02	2.19	10.37	1336	1319	943	348	282	2.83	1.40
101	          Wood Collector	3.00	2.93	4.34	1177	1157	963	290	247	3.07	1.04
102	           Barrow Pusher	2.97	2.87	5.74	1206	1192	942	298	251	2.91	0.62
103	      Basketmaker's Wife	2.97	3.64	6.34	1100	1049	768	303	229	2.88	2.29
104	                    Wage	2.96	4.63	8.29	1230	1114	963	292	255	2.86	0.16
105	            Throwing Axe	2.93	3.27	8.40	1224	1193	989	307	251	2.96	-0.03
106	              Feed Fence	2.92	3.56	6.74	1265	1225	982	318	259	2.83	0.63
107	           Ranch Provost	2.91	3.73	5.38	1177	1118	780	323	240	2.68	0.96
108	             Forest Well	2.89	3.83	8.45	1252	1170	877	327	253	2.73	0.71
109	             Clay Supply	2.88	3.34	4.54	1220	1187	999	290	246	2.91	-0.89
110	 Excursion to the Quarry	2.88	4.34	10.95	1299	1195	711	348	262	2.49	3.09
111	                  Credit	2.88	4.49	8.50	1283	1115	894	331	259	2.73	0.45
112	              Steam Plow	2.87	3.56	9.18	1398	1318	1076	327	281	2.82	0.33
113	          Little Peasant	2.86	2.32	2.08	90	79	65	23	18	2.67	-1.79
114	                  Trowel	2.86	2.90	9.24	1285	1254	960	328	257	2.77	0.65
115	          Private Forest	2.84	3.19	2.82	1281	1203	970	300	255	2.83	1.06
116	               Pig Owner	2.84	4.35	13.14	1191	1126	572	362	237	2.37	4.11
117	            Chick Stable	2.83	3.47	5.35	1285	1239	1084	289	255	2.95	0.15
118	                 Bucksaw	2.83	3.82	7.69	1221	1119	862	302	242	2.77	0.51
119	             Foreign Aid	2.83	3.88	5.12	1263	1121	820	333	250	2.59	0.76
120	            Hedge Keeper	2.82	3.43	8.45	1103	1079	816	273	218	2.86	1.43
121	                  Priest	2.82	3.65	5.86	1209	1056	698	345	239	2.50	2.75
122	            Sheep Walker	2.82	3.66	9.93	1151	1088	704	311	227	2.61	2.42
123	               Mole Plow	2.81	2.81	10.02	1286	1228	997	295	253	2.76	0.39
124	    Little Stick Knitter	2.80	2.25	5.60	1139	1128	844	278	223	2.78	0.88
125	             Roof Ladder	2.80	3.39	7.11	1258	1223	970	310	247	2.85	0.46
126	               Beanfield	2.80	3.89	10.14	1231	1184	926	287	241	2.84	0.69
127	              Bricklayer	2.79	3.06	4.36	1177	1140	833	287	230	2.61	1.20
128	                 Trident	2.78	4.07	9.27	1275	1211	942	302	248	2.77	1.70
129	                Pond Hut	2.77	3.50	6.37	1274	1223	936	318	247	2.76	0.67
130	          Animal Teacher	2.76	3.31	4.72	1155	1072	809	290	223	2.64	0.52
131	        Tree Farm Joiner	2.76	3.32	4.21	1226	1208	864	320	237	2.69	0.91
132	           Retail Dealer	2.74	2.82	3.26	1190	1137	924	282	228	2.80	0.29
133	         Carpenter's Axe	2.74	3.03	6.53	1266	1240	1038	291	243	2.77	-0.53
134	         Field Caretaker	2.74	3.44	8.42	1156	1115	877	282	222	2.71	-0.84
135	         Agrarian Fences	2.74	3.93	7.50	1229	1154	990	272	236	2.77	-0.96
136	               Excavator	2.73	2.00	2.40	1216	1197	890	289	232	2.66	0.82
137	     Half-Timbered House	2.73	3.18	13.30	1211	1185	578	335	231	2.24	4.42
138	          Cross-Cut Wood	2.73	3.31	11.10	110	108	78	25	21	2.64	-0.91
139	              Pet Broker	2.72	4.15	7.63	1185	1137	824	301	226	2.66	0.71
140	               Wood Rake	2.72	4.53	10.61	1233	1127	692	327	235	2.43	2.46
141	                 Plowman	2.70	2.86	3.14	1129	1079	882	258	213	2.82	1.08
142	      Newly-Plowed Field	2.70	3.66	11.74	1238	1175	818	302	234	2.58	1.13
143	         Potter Ceramics	2.69	2.17	5.09	1246	1235	1127	267	235	2.95	-1.19
144	                 Tumbrel	2.69	4.38	7.11	1253	1137	946	283	236	2.76	-0.09
145	         Private Teacher	2.68	1.92	1.74	1211	1195	1116	239	227	2.89	-1.93
146	            Butter Churn	2.68	3.59	6.94	1232	1159	955	283	231	2.77	0.23
147	        Clay Hut Builder	2.67	3.56	6.52	1166	1106	717	293	218	2.49	1.80
148	             Lumber Mill	2.67	3.64	6.62	1282	1167	889	286	240	2.57	0.27
149	          Stable Planner	2.66	3.10	3.32	1162	1108	887	268	216	2.79	1.14
150	               Hawktower	2.65	2.66	6.09	1277	1210	901	313	237	2.71	0.49
151	                Milk Jug	2.65	3.31	9.47	1262	1235	1018	291	234	2.81	0.41
152	               Nest Site	2.65	3.59	4.30	1312	1219	979	304	243	2.69	0.98
153	           Fellow Grazer	2.65	4.42	13.02	1188	1067	616	322	220	2.36	3.60
154	           Basket Weaver	2.64	3.63	7.62	1170	1128	788	297	216	2.59	0.89
155	             Beating Rod	2.64	4.35	8.00	1206	1118	923	282	223	2.75	0.20
156	                    Stew	2.62	2.53	4.72	1207	1121	833	274	221	2.55	1.49
157	            Christianity	2.62	4.36	10.13	1258	1187	867	295	231	2.59	0.99
158	     Store of Experience	2.60	5.38	7.53	1300	1020	812	296	237	2.39	0.95
159	                 Collier	2.59	2.61	2.32	1140	1106	913	233	207	2.69	-0.08
160	        Reed-Hatted Toad	2.58	2.71	1.66	1266	1228	955	284	229	2.59	0.30
161	            Animal Tamer	2.56	3.89	7.99	1134	1097	826	254	203	2.55	-0.17
162	     Maintenance Premium	2.55	3.94	7.16	1256	1188	987	289	224	2.70	-0.62
163	           Junior Artist	2.54	2.36	2.27	1153	1108	802	265	205	2.38	0.17
164	          Organic Farmer	2.54	4.69	13.34	1155	1046	469	339	205	2.13	5.06
165	          Sheep Provider	2.53	3.55	5.76	1152	1093	797	261	204	2.55	0.24
166	            New Purchase	2.52	4.77	7.24	1230	978	817	255	217	2.51	0.30
167	                  Scales	2.51	2.38	1.53	1214	1166	968	253	213	2.69	-0.19
168	                   Hutch	2.51	3.66	7.22	1207	1148	836	299	212	2.48	0.15
169	            Stork's Nest	2.50	3.41	8.68	1268	1184	604	368	222	2.13	2.79
170	              Remodeling	2.49	5.18	10.68	1211	947	611	298	211	2.19	1.85
171	              Tree Guard	2.48	3.27	3.63	1185	1067	661	292	206	2.31	1.00
172	                   Flail	2.48	3.81	6.88	1273	1181	993	274	221	2.63	-0.54
173	         Threshing Board	2.48	4.03	9.73	1290	1190	833	308	224	2.43	0.67
174	                   Tutor	2.47	4.36	2.94	1153	963	690	271	199	2.25	0.10
175	    Shifting Cultivation	2.47	4.47	10.22	1301	1184	961	279	225	2.59	0.08
176	             Wood Expert	2.46	3.07	4.08	1116	1081	852	241	192	2.64	-0.98
177	               Junk Room	2.46	4.02	5.00	1264	1138	956	257	218	2.47	-0.48
178	            Water Worker	2.45	2.64	2.80	1213	1177	916	257	208	2.49	-0.30
179	               Blueprint	2.45	3.15	5.60	1257	1211	950	274	216	2.48	-0.48
180	          Stable Cleaner	2.45	4.26	10.94	1171	1081	639	288	201	2.30	2.12
181	             Gift Basket	2.45	4.72	11.49	1287	1151	657	319	221	2.25	2.21
182	            Chicken Coop	2.44	3.77	6.41	1307	1208	894	299	223	2.50	1.01
183	          Animal Catcher	2.41	3.11	10.94	1166	1143	780	278	197	2.42	0.48
184	                Handplow	2.40	3.10	5.95	1260	1224	1047	254	212	2.71	-0.76
185	           Shoreforester	2.39	3.55	2.47	1179	1065	784	273	197	2.41	0.29
186	                 Ebonist	2.38	3.66	5.83	1163	1068	773	264	194	2.39	-0.58
187	         Forest Lake Hut	2.37	3.58	6.57	1250	1200	926	261	207	2.45	-0.16
188	             Wood Cutter	2.34	2.91	3.04	1119	1087	892	223	183	2.46	-0.88
189	               Plow Hero	2.34	3.72	8.61	1144	1051	785	249	187	2.38	-0.38
190	      Small-scale Farmer	2.34	3.75	1.38	1203	980	728	250	197	2.24	1.05
191	    Night-School Student	2.34	4.00	4.37	1182	1012	653	271	194	2.20	1.51
192	                 Granary	2.34	4.43	7.28	1296	1040	712	295	212	2.22	2.22
193	                Overhaul	2.34	4.52	12.57	1253	1134	745	282	205	2.26	1.02
194	        Clay Deliveryman	2.33	3.71	5.49	1173	1129	683	294	191	2.24	1.55
195	             Supply Boat	2.33	3.91	7.73	1250	1174	979	258	204	2.56	-1.25
196	                Claypipe	2.33	4.03	7.11	1275	1164	872	265	208	2.42	0.43
197	                Layabout	2.33	4.53	9.52	1118	1047	648	268	182	2.19	1.31
198	        Horse-Drawn Boat	2.31	3.47	7.25	1293	1246	789	307	209	2.28	0.60
199	         Village Peasant	2.31	4.78	13.21	1099	954	555	272	178	2.13	1.42
200	               Harpooner	2.30	2.20	3.54	1170	1159	979	233	188	2.51	-1.78
201	       Upscale Lifestyle	2.29	3.46	7.42	1244	1192	833	292	199	2.34	0.05
202	             Clay Warden	2.28	3.55	2.06	1161	1071	794	243	185	2.41	0.97
203	     Straw-Thatched Roof	2.27	3.60	8.57	1313	1164	661	304	209	2.09	2.77
204	           Potato Digger	2.27	4.12	11.72	1138	1050	614	265	181	2.22	1.90
205	               Chophouse	2.26	4.06	6.80	1239	1055	832	247	196	2.33	0.30
206	          Master Builder	2.26	4.62	13.11	1206	1041	556	277	191	2.02	2.93
207	            Game Catcher	2.25	4.05	13.61	1167	1128	699	283	184	2.28	0.31
208	      Seaweed Fertilizer	2.25	4.57	9.48	1302	1142	780	280	205	2.29	0.75
209	        Sculpture Course	2.24	3.61	4.83	1252	1083	696	278	196	2.14	0.61
210	                 Seducer	2.23	3.58	8.49	1141	1070	598	281	178	2.14	2.07
211	                 Bottles	2.23	4.32	10.29	1270	1173	674	291	198	2.09	2.36
212	            Small Basket	2.23	4.43	8.32	1272	1096	827	255	199	2.25	-0.65
213	      Established Person	2.22	3.50	4.57	1141	953	631	243	177	2.19	1.63
214	        Small Greenhouse	2.22	3.76	6.39	1247	1129	820	272	194	2.29	-0.12
215	     Brushwood Collector	2.21	2.51	3.86	1217	1195	882	254	188	2.29	-0.97
216	                 Midwife	2.21	3.81	5.92	1157	1063	650	274	179	2.19	1.58
217	         Seasonal Worker	2.20	2.42	4.77	1219	1158	850	253	188	2.27	-0.18
218	                   Buyer	2.19	3.36	6.63	1176	1151	756	263	180	2.23	-0.29
219	           Estate Worker	2.18	4.30	4.25	1141	999	624	264	174	2.11	0.07
220	  Bed in the Grain Field	2.17	3.28	9.41	1315	1249	682	316	200	2.00	0.84
221	        Adoptive Parents	2.17	4.46	7.46	1203	1093	718	273	183	2.18	0.80
222	               Carpenter	2.16	3.10	4.32	1142	1102	798	244	173	2.23	-0.73
223	             Conservator	2.15	3.17	10.91	1144	1114	762	236	172	2.26	0.27
224	           Greening Plan	2.15	4.00	12.49	1255	1113	569	301	189	1.97	2.76
225	                  Stable	2.15	5.27	9.20	1251	995	770	244	188	2.21	0.16
226	            Bread Paddle	2.13	4.02	7.21	1276	1144	784	267	190	2.08	-0.98
227	                Stockman	2.13	4.53	10.21	1141	1058	599	287	170	2.02	2.24
228	               Storeroom	2.12	4.45	12.77	1266	1123	540	322	188	1.88	2.29
229	                Chairman	2.11	3.35	1.81	1204	1098	893	229	178	2.33	-0.20
230	        Potato Harvester	2.11	5.00	8.87	1211	1021	632	260	179	1.97	1.20
231	          Roof Ballaster	2.09	3.83	11.79	1154	1112	498	292	169	1.86	2.36
232	        Shepherd's Crook	2.09	4.54	8.30	1240	1050	780	262	181	2.19	0.30
233	           Animal Dealer	2.08	3.39	9.14	1176	1148	715	253	171	2.09	-0.96
234	           Steam Machine	2.06	3.61	9.07	1250	1151	726	280	180	2.10	0.16
235	              Farm Store	2.05	4.18	7.20	1264	1114	753	270	181	2.05	0.25
236	                 Scholar	2.04	3.51	8.41	1137	1007	513	267	162	1.85	1.45
237	          Swimming Class	2.04	4.29	8.30	1329	1145	754	296	190	2.08	0.50
238	             Fishing Net	2.03	4.28	7.74	1295	1184	826	255	184	2.07	-0.38
239	       Master Bricklayer	2.03	4.42	8.59	1132	1045	502	269	161	1.84	2.73
240	        Strawberry Patch	2.02	4.27	12.78	1276	1182	546	306	180	1.86	3.01
241	           Bale of Straw	2.01	5.14	7.74	1277	976	760	227	180	2.08	0.44
242	               Woodcraft	2.00	4.48	5.65	1221	1004	829	212	171	2.14	-0.56
243	    Three-Field Rotation	2.00	4.87	10.56	1288	1120	704	260	180	2.04	1.49
244	                Beer Tap	1.98	4.87	7.35	1282	1000	739	259	178	1.97	0.08
245	                  Grange	1.97	4.44	13.80	1277	1052	389	331	176	1.63	6.82
246	          Hunting Trophy	1.97	5.36	11.65	1231	999	494	270	170	1.71	2.80
247	                Equipper	1.96	3.58	3.43	1223	1121	721	270	168	1.99	0.45
248	        Forestry Studies	1.96	3.72	3.13	1211	1016	685	236	166	1.90	-0.60
249	         Stock Protector	1.96	3.84	9.21	1168	1111	751	240	160	2.12	-0.79
250	             Paper Maker	1.96	4.39	5.87	1195	1054	606	268	164	1.84	-0.31
251	          Hard Porcelain	1.95	4.45	8.81	1217	1088	686	266	166	1.95	-0.24
252	              Fern Seeds	1.95	5.24	12.14	1302	1006	512	270	178	1.69	2.38
253	      Firewood Collector	1.94	4.21	5.60	1157	1019	605	221	157	1.89	0.51
254	                   Canoe	1.93	3.09	5.27	1248	1189	917	222	169	2.25	-0.87
255	           Shovel Bearer	1.93	3.44	3.55	1160	1084	779	224	157	2.20	-0.42
256	             Greengrocer	1.93	3.49	6.55	1208	1093	771	217	163	2.03	0.16
257	             Hide Farmer	1.93	5.03	13.26	1163	972	455	288	157	1.76	2.52
258	             Seed Seller	1.91	4.35	6.38	1093	931	584	227	146	1.88	0.32
259	              Stone Cart	1.91	4.50	6.07	1267	1076	641	280	169	1.90	0.80
260	     Calcium Fertilizers	1.91	4.82	4.98	1315	1052	723	259	176	1.92	-0.79
261	          Lawn Fertilzer	1.91	5.00	7.68	1292	1045	798	226	173	2.08	-0.27
262	              Sheep Well	1.91	5.09	11.48	1224	1010	548	279	164	1.78	1.06
263	      Renovation Company	1.88	3.38	3.94	1223	991	594	251	161	1.84	1.20
264	              Portmonger	1.88	3.84	3.96	1193	1058	682	235	157	1.94	0.31
265	                 Plumber	1.87	3.65	7.67	1153	1092	698	249	151	1.92	-1.27
266	          Recycled Brick	1.87	5.18	10.69	1250	1037	560	260	164	1.79	1.25
267	            Thick Forest	1.86	4.74	6.64	1199	989	590	251	156	1.86	1.21
268	             Housemaster	1.86	4.99	13.23	1159	1019	406	254	151	1.66	4.97
269	           Stable Master	1.85	4.70	7.46	1138	973	614	235	147	1.88	-0.50
270	                Cottager	1.84	2.62	4.50	1201	1165	778	227	155	1.95	-1.66
271	            Clay Puncher	1.84	4.48	2.92	1117	912	581	223	144	1.82	-0.99
272	           Casual Worker	1.83	4.07	8.15	1148	1079	602	253	147	1.86	0.70
273	        Housebook Master	1.82	4.70	9.49	1155	973	467	251	147	1.66	1.73
274	           Acorns Basket	1.82	4.72	10.86	1279	1128	572	292	163	1.70	0.55
275	                Scullery	1.81	3.81	3.97	1252	1045	739	238	159	1.91	-0.09
276	          Fodder Chamber	1.81	4.24	13.73	1273	1108	352	339	161	1.45	4.70
277	           Animal Feeder	1.80	3.04	5.52	1214	1138	726	228	153	1.95	-0.55
278	           Lantern House	1.80	3.64	1.62	1200	922	598	224	151	1.71	-0.85
279	           Carriage Trip	1.80	3.75	10.30	103	95	69	23	13	2.19	-0.36
280	            Clay Kneader	1.80	4.48	5.01	1221	1050	691	231	154	1.88	0.01
281	              New Market	1.80	5.22	9.81	1307	1072	660	278	165	1.79	-0.05
282	            Trap Builder	1.79	2.79	3.43	1214	1145	725	231	152	1.98	-0.01
283	                   Lasso	1.79	4.45	9.45	1252	1121	732	245	157	1.82	-1.22
284	              Food Chest	1.79	4.96	7.66	1259	1025	734	235	158	1.89	-1.12
285	            Forest Owner	1.78	3.91	4.53	1172	1066	709	223	146	1.89	-1.16
286	             Stonecutter	1.78	4.12	6.62	1201	1124	597	266	150	1.77	0.51
287	          Clay Plasterer	1.78	4.20	7.10	1147	1034	612	221	143	1.78	0.31
288	              Consultant	1.78	5.23	12.16	1213	1067	466	283	151	1.63	2.12
289	               Ropemaker	1.77	4.52	4.99	1144	998	573	248	142	1.80	0.44
290	                Bohemian	1.77	4.58	5.14	1194	990	540	256	148	1.67	0.76
291	                Thresher	1.76	3.95	6.97	1159	1016	641	222	143	1.81	-1.51
292	            Baking Sheet	1.76	4.72	6.25	1236	918	650	223	152	1.72	-0.83
293	         Party Organizer	1.76	5.10	11.65	1217	1082	530	282	150	1.65	0.73
294	                   Baker	1.74	4.07	10.16	1176	1086	525	275	143	1.73	1.47
295	          Moral Crusader	1.73	4.19	3.41	1162	884	536	214	141	1.75	1.21
296	        Wildlife Reserve	1.72	4.34	9.84	1261	1148	743	233	152	1.91	-0.12
297	          Truffle Slicer	1.72	4.71	9.85	1203	1051	583	272	145	1.73	-0.32
298	             Bellfounder	1.67	4.28	5.48	1155	901	460	231	135	1.63	2.76
299	     Schnapps Distillery	1.67	4.57	11.29	1266	1027	492	254	148	1.53	1.81
300	          Mineral Feeder	1.67	4.98	9.37	1260	991	569	238	147	1.62	0.85
301	        Large Greenhouse	1.66	3.87	5.70	1255	1100	660	242	146	1.82	0.87
302	                  Rustic	1.66	4.51	6.99	1148	812	398	231	133	1.47	3.86
303	               Puppeteer	1.66	4.68	3.52	1148	939	490	227	133	1.59	0.55
304	          Milking Parlor	1.66	4.97	10.58	1323	1077	530	295	154	1.53	1.25
305	       Storehouse Keeper	1.65	3.60	3.39	1169	1009	636	221	135	1.71	-0.98
306	                Conjurer	1.65	4.12	4.38	1137	929	549	213	131	1.71	0.51
307	               Mandoline	1.65	4.87	7.88	1198	821	426	237	138	1.50	2.38
308	          Drift-Net Boat	1.63	3.86	7.28	1242	1098	719	233	142	1.73	-0.99
309	            Crack Weeder	1.63	5.18	8.29	1207	873	585	202	138	1.61	0.16
310	              Corn Scoop	1.62	3.83	6.17	1312	1116	837	213	149	1.89	-1.36
311	               Sack Cart	1.62	4.18	6.72	1269	1030	635	234	144	1.73	0.43
312	               Reed Belt	1.60	4.07	3.74	1323	1154	694	243	148	1.74	-0.39
313	     German Heath Keeper	1.60	4.63	9.57	1221	1096	543	280	137	1.59	-0.01
314	        Livestock Feeder	1.60	4.97	8.74	1122	977	513	240	126	1.62	0.31
315	           Debt Security	1.59	5.53	11.87	1292	799	439	231	144	1.45	1.43
316	           Second Spouse	1.58	4.40	11.66	1140	1024	502	241	126	1.61	-0.16
317	             Seed Trader	1.58	5.19	10.95	1131	871	479	221	125	1.58	0.41
318	      Schnapps Distiller	1.57	4.37	7.98	1191	989	511	245	131	1.49	-0.16
319	            Market Crier	1.57	4.55	7.01	1221	970	628	207	134	1.62	-0.81
320	              Hook Knife	1.57	5.25	10.32	1288	973	483	263	142	1.49	1.94
321	                 Furrows	1.57	5.38	10.34	1235	866	525	220	136	1.55	1.41
322	           Brewing Water	1.56	4.91	6.04	1273	906	633	214	139	1.61	-0.77
323	                  Manger	1.56	5.03	11.44	1276	877	455	240	139	1.48	1.94
324	           Scythe Worker	1.54	4.76	8.33	1158	977	539	222	125	1.60	-0.24
325	                  Pastor	1.54	4.89	6.93	1158	981	426	264	125	1.43	1.60
326	           Forest Trader	1.53	3.54	4.40	1213	1151	781	213	130	1.78	-3.67
