Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
30	            Writing Desk	6.76	2.75	7.80	262	262	235	135	124	5.34	2.65
31	           Clay Supports	6.65	1.38	5.78	217	217	200	110	101	5.08	0.97
32	               Pet Lover	6.65	2.15	4.48	187	187	169	94	87	5.24	2.87
33	            Value Assets	6.61	4.16	6.24	242	226	205	121	112	5.14	3.22
34	           Lettuce Patch	6.59	2.90	10.29	269	269	227	134	124	4.98	1.97
35	           Chimney Sweep	6.59	3.21	12.05	247	243	194	130	114	4.81	2.92
36	                   Mason	6.51	1.98	12.40	272	272	236	132	124	5.08	2.54
37	      Skillful Renovator	6.49	2.58	7.63	295	293	257	149	134	5.07	1.69
38	                 Trellis	6.46	2.72	8.32	239	237	206	120	108	5.06	2.45
39	               Bookshelf	6.41	1.82	7.89	272	272	252	133	122	5.26	2.29
40	              Wheel Plow	6.36	1.71	9.63	218	217	201	106	97	5.13	2.19
41	                Loam Pit	6.34	2.30	8.76	214	212	176	108	95	4.79	2.44
42	             Plow Driver	6.31	2.48	9.41	258	253	217	131	114	4.90	2.12
43	                  Patron	6.31	2.81	2.02	224	219	189	116	99	4.96	2.57
44	        Food Distributor	6.28	4.00	11.74	241	231	188	120	106	4.87	4.18
45	               Wood Cart	6.27	1.68	6.89	253	253	232	119	111	5.00	0.76
46	               Cordmaker	6.25	2.30	2.43	208	206	180	101	91	4.87	1.52
47	         Furniture Maker	6.22	3.11	2.98	239	234	207	118	104	4.90	1.67
48	                Haydryer	6.22	3.15	10.10	262	260	211	132	114	4.91	3.35
49	                Bookcase	6.20	1.42	4.86	219	219	207	98	95	5.25	1.58
50	            Treegardener	6.20	2.81	5.40	219	218	177	116	95	4.77	2.66
51	          Moldboard Plow	6.17	1.97	7.99	190	188	181	84	82	5.17	0.74
52	                     Hod	6.16	3.12	7.64	218	217	191	110	94	4.91	1.53
53	            Young Farmer	6.15	2.04	4.75	253	253	224	120	109	5.00	1.63
54	           House Steward	6.13	3.42	4.57	233	230	190	111	100	4.81	2.26
55	          Private Forest	6.13	3.53	3.08	212	202	171	103	91	4.90	3.82
56	      Wooden Whey Bucket	6.12	2.80	7.61	252	249	219	123	108	5.01	2.41
57	               Reap Hook	6.10	2.33	6.08	260	258	238	118	111	5.13	1.38
58	                Beer Keg	6.09	2.93	8.62	265	262	192	145	113	4.64	4.65
59	 Gardening Head Official	6.09	3.56	4.39	230	225	193	118	98	4.76	1.85
60	           Milking Stool	6.07	2.24	10.66	301	301	264	144	128	5.09	2.21
61	           Mining Hammer	6.06	2.76	6.18	238	234	205	113	101	4.95	2.54
62	            Animal Reeve	6.05	2.64	6.78	255	254	199	129	108	4.67	2.54
63	                  Porter	6.04	2.91	3.17	187	186	158	96	79	4.91	2.99
64	    Family Friendly Home	6.00	2.15	5.67	276	274	225	140	116	4.75	2.06
65	             Forest Plow	6.00	2.73	8.00	262	260	222	128	110	4.68	0.45
66	            Task Artisan	5.99	2.07	3.58	217	216	198	99	91	4.99	0.34
67	          Writing Boards	5.99	3.11	11.51	253	253	206	130	106	4.70	1.82
68	               Reed Pond	5.95	3.27	7.92	221	216	171	119	92	4.51	1.99
69	               Stockyard	5.94	3.06	7.58	262	257	219	126	109	4.74	1.33
70	              Cultivator	5.93	1.67	5.20	212	212	194	95	88	5.09	1.66
71	         Animal Activist	5.92	3.67	4.16	251	247	201	125	104	4.63	2.08
72	           Wood Barterer	5.90	1.52	3.68	230	230	213	102	95	5.01	1.04
73	             Chain Float	5.90	2.09	3.39	184	181	150	92	76	4.80	3.23
74	             Forest Well	5.90	3.71	8.53	252	247	189	131	104	4.60	3.12
75	            Chick Stable	5.89	3.67	5.38	211	203	170	99	87	4.69	2.31
76	            Wood Carrier	5.88	2.36	12.04	265	264	220	128	109	4.68	1.59
77	                Pond Hut	5.87	3.54	6.14	197	186	154	96	81	4.55	2.06
78	               Mole Plow	5.84	2.75	10.01	220	212	179	107	90	4.60	2.07
79	          Turnwrest Plow	5.83	2.10	9.88	223	223	203	98	91	4.89	1.47
80	    Little Stick Knitter	5.83	2.31	5.41	179	179	139	87	73	4.69	3.72
81	           Retail Dealer	5.81	3.00	3.03	209	200	170	98	85	4.72	2.11
82	              Plow Maker	5.78	2.66	7.86	220	217	200	96	89	4.92	1.01
83	             Food Basket	5.78	3.35	11.12	257	249	206	123	104	4.57	1.98
84	        Winter Caretaker	5.78	3.53	9.22	235	224	185	114	95	4.58	2.60
85	         Charcoal Burner	5.73	3.03	2.59	172	170	141	82	69	4.75	3.59
86	              Wood Field	5.73	4.00	8.42	242	234	194	116	97	4.45	1.16
87	            House Artist	5.70	1.73	3.27	208	208	182	92	83	4.81	1.36
88	              Hand Truck	5.70	2.13	6.68	238	236	197	105	95	4.59	1.35
89	                 Hauberg	5.67	2.73	9.42	272	272	216	123	108	4.64	3.77
90	              Baseboards	5.67	3.37	10.72	282	279	247	128	112	4.77	1.07
91	              Steam Plow	5.67	3.80	9.23	262	249	212	118	104	4.48	1.06
92	       Wood Slide Hammer	5.65	2.12	10.40	253	250	196	120	100	4.48	2.19
93	            Hedge Keeper	5.64	3.42	8.89	218	215	168	110	86	4.52	2.60
94	           Muddy Puddles	5.58	2.97	10.70	251	248	196	124	98	4.62	3.30
95	          Wood Collector	5.57	2.72	4.35	200	197	175	86	78	4.61	0.39
96	          Stable Planner	5.56	2.67	3.01	190	180	158	79	74	4.50	1.01
97	              Pet Broker	5.53	3.98	7.23	230	226	177	112	89	4.39	1.83
98	              Beer Table	5.50	1.88	6.32	239	238	208	102	92	4.63	-0.06
99	              Wholesaler	5.48	3.17	10.13	258	256	202	121	99	4.51	2.27
100	               Beanfield	5.44	4.05	10.37	239	231	195	105	91	4.51	1.49
101	           Carrot Museum	5.43	1.91	7.08	263	260	211	118	100	4.54	1.76
102	                  Scales	5.42	2.42	1.48	182	175	149	78	69	4.44	1.82
103	               Harpooner	5.42	2.66	3.64	145	145	128	65	55	4.32	-1.34
104	             Clay Supply	5.42	3.42	4.93	237	234	197	103	90	4.45	0.32
105	             Gift Basket	5.40	4.59	11.54	262	252	170	133	99	4.07	3.66
106	               Excavator	5.38	2.16	2.34	178	176	128	86	67	4.16	2.78
107	         Field Caretaker	5.36	2.98	8.16	216	215	186	95	81	4.50	-0.32
108	           Barrow Pusher	5.36	3.09	5.63	192	191	154	89	72	4.48	1.46
109	         Potter Ceramics	5.30	2.18	5.07	213	210	186	92	79	4.58	0.49
110	               Confidant	5.27	3.14	10.37	252	252	190	119	93	4.33	2.34
111	              Club House	5.27	3.54	7.00	252	247	203	116	93	4.40	0.81
112	                    Wage	5.26	4.97	8.43	212	201	175	90	78	4.49	0.62
113	             Foreign Aid	5.24	3.76	4.89	267	249	184	129	98	4.03	2.11
114	                  Credit	5.23	4.45	8.47	254	241	191	122	93	4.17	1.18
115	         Private Teacher	5.22	1.91	1.65	197	194	188	73	72	4.63	-1.19
116	               Hawktower	5.22	2.47	6.03	271	266	211	124	99	4.23	0.67
117	            Forest Stone	5.22	3.51	6.93	238	232	201	103	87	4.53	0.60
118	             Roof Ladder	5.17	3.37	6.58	243	242	202	104	88	4.42	0.47
119	            Sheep Walker	5.17	3.52	10.00	199	197	141	99	72	4.21	2.78
120	           Ranch Provost	5.17	3.54	5.36	224	216	155	109	81	4.00	1.42
121	               Pig Owner	5.16	3.93	12.99	288	285	174	146	104	3.78	4.29
122	            Stork's Nest	5.15	3.08	8.37	269	260	158	149	97	3.62	3.14
123	         Agrarian Fences	5.14	3.98	7.60	239	226	194	100	86	4.33	0.03
124	                 Plowman	5.12	3.11	3.39	198	186	155	83	71	4.16	-0.12
125	               Blueprint	5.11	3.41	5.33	190	177	126	85	68	3.92	3.15
126	                 Tumbrel	5.11	4.35	7.14	257	242	198	112	92	4.28	1.38
127	           Basket Weaver	5.10	3.44	7.91	252	245	187	121	90	4.24	2.29
128	                Milk Jug	5.09	3.45	9.43	202	197	160	86	72	4.34	0.80
129	         Forest Lake Hut	5.09	4.20	7.03	143	132	112	58	51	4.23	1.10
130	           Shoreforester	5.08	3.35	2.37	194	180	140	88	69	3.99	0.91
131	          Animal Teacher	5.06	3.39	5.18	220	210	163	100	78	4.11	1.38
132	    Night-School Student	5.05	3.74	3.89	235	206	156	97	83	3.92	2.79
133	            Throwing Axe	5.03	3.13	8.28	230	227	179	107	81	4.25	0.53
134	            Christianity	5.03	4.35	10.33	210	199	159	86	74	4.18	1.39
135	                   Tutor	5.03	4.45	3.48	233	212	153	106	82	3.83	1.53
136	        Clay Hut Builder	5.01	3.36	6.56	228	223	165	105	80	4.05	1.62
137	          Stable Cleaner	5.00	4.24	10.99	220	215	153	105	77	3.95	0.91
138	                 Collier	4.99	2.83	2.03	149	140	114	59	52	4.25	2.94
139	      Basketmaker's Wife	4.99	3.87	6.59	212	201	145	102	74	4.00	2.37
140	 Excursion to the Quarry	4.98	4.07	11.15	304	296	202	143	106	3.94	2.49
141	         Seasonal Worker	4.96	2.68	4.74	147	136	93	68	51	3.76	2.82
142	               Plow Hero	4.96	3.91	8.53	193	179	136	87	67	4.00	2.24
143	           Estate Worker	4.95	4.28	4.26	225	209	152	101	78	3.94	2.34
144	           Junior Artist	4.92	2.49	2.37	180	172	108	88	62	3.54	2.88
145	                  Trowel	4.92	2.96	9.47	235	229	182	96	81	4.13	0.08
146	              Feed Fence	4.91	3.58	6.73	218	209	170	93	75	4.13	1.06
147	    Shifting Cultivation	4.91	4.41	10.63	218	195	159	91	75	4.06	1.63
148	          Animal Catcher	4.90	3.16	10.95	210	209	147	97	72	3.93	2.92
149	      Established Person	4.90	3.35	4.12	201	178	135	88	69	3.92	2.52
150	              Tree Guard	4.89	2.94	3.02	266	253	189	114	91	3.90	0.43
151	               Constable	4.88	3.10	4.99	234	230	170	108	80	4.15	2.23
152	     Straw-Thatched Roof	4.88	3.76	8.59	234	219	135	116	80	3.70	4.39
153	      Small-scale Farmer	4.88	4.01	1.43	202	170	126	92	69	3.65	2.37
154	              Remodeling	4.88	4.94	10.59	290	267	191	131	99	3.85	1.78
155	               Nest Site	4.84	4.02	3.83	195	184	145	91	66	3.92	0.85
156	             Wood Cutter	4.83	3.45	3.42	148	143	115	62	50	3.97	0.06
157	           Potato Digger	4.81	4.00	11.52	220	213	150	96	74	3.92	2.67
158	               Junk Room	4.79	4.48	4.95	200	171	139	76	67	3.77	2.70
159	               Wood Rake	4.78	4.41	10.94	251	245	162	116	84	3.78	2.38
160	                    Stew	4.76	2.76	4.45	177	165	120	74	59	3.83	2.40
161	         Carpenter's Axe	4.76	2.87	6.78	207	202	163	83	69	4.09	0.26
162	            Water Worker	4.76	2.91	2.59	144	132	98	63	48	3.75	1.80
163	     Brushwood Collector	4.76	3.08	4.00	174	167	124	72	58	3.83	1.31
164	          Organic Farmer	4.76	4.29	13.19	279	277	168	133	93	3.72	3.96
165	                 Granary	4.76	4.38	7.15	201	171	122	90	67	3.64	3.33
166	               Chophouse	4.76	4.49	7.10	183	152	117	77	61	3.65	1.95
167	                 Ebonist	4.74	3.71	5.89	190	175	142	82	63	3.98	0.27
168	        Forestry Studies	4.74	3.95	2.71	178	150	109	83	59	3.48	1.95
169	         Sleeping Corner	4.72	1.99	10.42	251	251	202	97	83	4.15	-0.24
170	              Bricklayer	4.71	3.10	4.39	191	181	128	84	63	3.72	1.65
171	                  Stable	4.70	5.38	9.52	237	194	162	90	78	3.85	2.04
172	         Threshing Board	4.69	3.97	9.42	213	199	153	97	70	3.93	1.05
173	      Seaweed Fertilizer	4.69	4.56	9.72	250	224	161	108	82	3.64	1.66
174	        Sculpture Course	4.68	3.42	4.26	220	191	144	93	72	3.76	2.86
175	            Small Basket	4.68	4.55	8.22	235	212	158	100	77	3.82	2.22
176	        Reed-Hatted Toad	4.66	3.04	1.65	193	188	141	85	63	4.00	1.36
177	               Storeroom	4.65	4.20	13.11	249	244	146	118	81	3.55	3.11
178	                Overhaul	4.65	4.53	12.67	209	198	142	86	68	3.79	1.69
179	             Fishing Net	4.65	4.61	8.68	206	180	124	89	67	3.52	3.51
180	                  Priest	4.64	3.48	5.85	277	258	175	133	90	3.70	2.17
181	     Store of Experience	4.64	5.44	7.86	231	183	136	96	75	3.60	3.92
182	             Beating Rod	4.63	4.49	8.63	213	200	158	92	69	4.07	1.17
183	             Conservator	4.61	3.65	10.82	161	157	111	74	52	3.69	1.13
184	                 Trident	4.60	4.21	9.22	208	196	147	88	67	3.87	1.42
185	            Animal Tamer	4.59	4.12	8.61	193	188	150	78	62	3.97	0.13
186	             Lumber Mill	4.58	3.73	6.65	237	216	167	94	76	3.82	1.02
187	            New Purchase	4.58	4.67	7.39	240	208	171	92	77	3.80	1.04
188	       Lord of the Manor	4.57	2.48	13.44	297	297	197	120	95	3.82	2.20
189	      Newly-Plowed Field	4.57	3.70	11.97	219	213	165	92	70	4.06	1.24
190	           Fellow Grazer	4.56	4.01	12.92	238	221	144	103	76	3.56	2.17
191	       Upscale Lifestyle	4.55	3.59	7.48	242	236	166	114	77	3.75	2.12
192	            Game Catcher	4.55	3.73	13.54	245	241	160	114	78	3.71	2.00
193	             Wood Expert	4.53	3.16	4.18	205	200	172	78	65	4.17	-0.43
194	                 Bottles	4.52	4.32	11.04	199	186	113	95	63	3.40	3.24
195	                   Hutch	4.51	3.38	6.93	225	216	158	96	71	3.74	0.61
196	             Clay Warden	4.51	3.44	2.07	171	153	109	77	54	3.68	3.47
197	         Village Peasant	4.50	4.52	13.04	232	215	140	106	73	3.57	2.46
198	                 Seducer	4.49	3.65	8.45	191	183	125	80	60	3.68	2.00
199	        Small Greenhouse	4.49	4.04	6.68	194	181	142	84	61	3.90	0.67
200	          Master Builder	4.48	4.41	13.13	239	217	143	109	75	3.50	3.01
201	          Sheep Provider	4.46	3.33	5.48	218	206	160	87	68	3.91	0.60
202	                Handplow	4.45	3.28	6.06	186	181	153	75	58	4.00	-0.62
203	                Layabout	4.42	4.59	8.81	181	173	94	89	56	3.19	3.31
204	             Hide Farmer	4.40	4.84	13.15	221	201	124	104	68	3.48	3.40
205	                  Grange	4.37	4.22	13.72	258	230	114	134	79	3.08	7.05
206	        Tree Farm Joiner	4.36	3.22	4.20	223	222	170	93	68	3.86	0.21
207	                 Bucksaw	4.36	3.65	7.59	262	243	195	104	80	3.81	-0.36
208	            Chicken Coop	4.36	3.69	6.58	200	180	151	82	61	3.89	0.42
209	                 Midwife	4.34	3.86	6.14	194	183	119	91	59	3.49	1.85
210	      Renovation Company	4.32	3.24	3.71	215	178	115	91	65	3.26	3.30
211	           Animal Dealer	4.32	3.50	8.72	205	200	135	80	62	3.56	0.49
212	          Roof Ballaster	4.32	3.73	11.56	195	192	105	81	59	3.30	3.00
213	               Ropemaker	4.29	4.81	5.23	203	178	115	91	61	3.40	3.26
214	        Potato Harvester	4.29	5.37	9.05	203	171	119	86	61	3.41	2.78
215	                 Scholar	4.27	3.21	8.51	224	205	127	104	67	3.34	2.83
216	           Steam Machine	4.26	3.72	9.08	208	195	121	92	62	3.32	1.65
217	     Half-Timbered House	4.24	2.96	13.46	236	235	125	106	70	3.18	2.95
218	      Firewood Collector	4.24	4.28	5.64	192	164	107	74	57	3.24	2.30
219	             Greengrocer	4.23	3.87	6.32	152	133	87	62	45	3.19	2.32
220	       Master Bricklayer	4.23	4.29	8.52	196	180	99	93	58	3.00	2.40
221	           Bale of Straw	4.22	5.33	7.99	230	181	139	82	68	3.39	1.29
222	        Strawberry Patch	4.21	4.17	12.74	197	189	103	99	58	3.24	4.25
223	           Greening Plan	4.20	3.67	12.75	245	228	143	99	72	3.40	2.69
224	                   Flail	4.20	3.84	6.63	228	206	167	89	67	3.74	-0.72
225	              Sheep Well	4.20	5.27	11.55	204	183	110	96	60	3.17	2.39
226	        Adoptive Parents	4.19	4.41	7.52	215	203	136	92	63	3.47	2.02
227	              Farm Store	4.18	4.59	7.48	188	166	109	85	55	3.24	2.35
228	             Supply Boat	4.16	4.07	8.08	213	200	158	78	62	3.67	-0.49
229	        Horse-Drawn Boat	4.15	3.41	6.80	227	224	153	94	66	3.48	-0.01
230	        Clay Deliveryman	4.15	3.77	5.46	193	186	127	82	56	3.40	-0.21
231	          Recycled Brick	4.14	5.28	10.91	252	220	138	101	73	3.19	2.02
232	               Woodcraft	4.13	4.86	6.34	173	131	103	61	50	3.31	1.39
233	          Hunting Trophy	4.12	5.37	11.35	201	175	108	80	58	3.18	2.52
234	                Claypipe	4.11	4.52	6.84	198	180	134	79	57	3.51	0.30
235	              Consultant	4.11	5.16	12.34	219	205	111	103	63	3.13	4.22
236	                   Canoe	4.08	3.59	5.64	168	155	112	66	48	3.49	0.83
237	           Acorns Basket	4.07	4.63	10.95	256	236	131	122	73	3.10	3.38
238	            Butter Churn	4.06	3.60	7.04	218	205	165	82	62	3.77	-0.19
239	          Moral Crusader	4.06	4.40	3.04	218	168	117	84	62	3.15	2.38
240	                   Lasso	4.06	4.60	9.48	190	168	109	80	54	3.13	1.25
241	               Carpenter	4.04	3.49	4.30	159	144	103	67	45	3.48	1.22
242	          Mineral Feeder	4.04	5.40	9.46	212	168	100	91	60	2.92	4.41
243	  Bed in the Grain Field	4.02	3.11	9.14	231	220	137	96	65	3.25	0.80
244	                Cottager	4.01	2.74	4.44	164	154	103	64	46	3.27	-0.15
245	           Animal Feeder	3.99	3.27	5.94	172	155	98	71	48	3.25	2.30
246	                Equipper	3.97	4.08	3.64	187	168	106	81	52	3.15	2.61
247	              Portmonger	3.97	4.17	3.88	169	144	89	70	47	3.11	3.21
248	          Hard Porcelain	3.96	4.58	8.90	220	201	125	93	61	3.08	0.78
249	               Puppeteer	3.95	4.86	3.24	217	184	116	95	60	3.12	3.37
250	    Three-Field Rotation	3.90	5.17	10.82	198	175	113	76	54	3.21	2.02
251	                   Buyer	3.86	3.34	6.07	196	192	134	72	53	3.43	-0.08
252	     Maintenance Premium	3.85	3.98	7.58	230	220	173	86	62	3.73	-0.65
253	        Housebook Master	3.84	4.75	9.31	223	204	106	100	60	2.86	2.88
254	                Conjurer	3.83	4.17	4.24	168	134	89	68	45	2.99	1.64
255	           Second Spouse	3.83	4.28	11.81	205	192	105	96	55	3.01	2.53
256	                Stockman	3.81	4.41	9.96	195	186	108	92	52	3.14	2.27
257	          Swimming Class	3.77	4.19	8.54	235	209	127	110	62	3.10	1.79
258	                  Manger	3.77	4.89	11.90	254	196	120	104	67	2.87	3.44
259	                Beer Tap	3.77	5.05	7.38	201	160	118	74	53	3.29	2.71
260	              Fern Seeds	3.77	5.17	12.08	231	195	107	93	61	2.83	3.04
261	        Wildlife Reserve	3.76	4.75	9.82	186	169	114	74	49	3.03	-0.19
262	     Calcium Fertilizers	3.74	4.97	5.11	233	191	133	90	61	3.07	0.88
263	             Bellfounder	3.73	4.47	5.07	184	143	85	71	48	2.83	3.80
264	         Stock Protector	3.72	4.21	9.58	188	178	118	72	49	3.21	-0.19
265	           Debt Security	3.72	5.48	11.90	257	182	126	95	67	2.83	2.34
266	           Shovel Bearer	3.71	3.87	3.82	181	161	110	67	47	3.27	1.72
267	            Clay Kneader	3.68	4.79	5.81	167	136	95	60	43	3.09	1.53
268	          Clay Plasterer	3.66	4.65	7.18	191	163	95	75	49	2.80	1.78
269	           Casual Worker	3.65	4.22	7.81	176	162	85	77	45	2.75	2.17
270	            Bread Paddle	3.64	4.10	7.36	212	188	129	78	54	3.15	0.23
271	           Stable Master	3.64	4.74	6.44	200	170	112	78	51	2.95	-0.19
272	             Housemaster	3.64	5.04	13.30	208	192	92	86	53	2.84	4.39
273	            Trap Builder	3.63	3.13	2.79	169	156	96	70	43	3.00	1.50
274	                 Plumber	3.61	3.92	7.69	198	189	120	86	50	3.02	-0.75
275	                Thresher	3.59	3.90	6.66	211	188	125	84	53	3.02	-0.83
276	             Paper Maker	3.57	4.55	5.59	232	214	125	92	58	3.00	1.99
277	           Forest Trader	3.53	3.57	4.28	162	152	105	62	40	3.14	-1.07
278	                Scullery	3.53	4.24	3.69	178	144	95	65	44	2.96	2.36
279	             Seed Seller	3.53	4.55	6.42	190	159	103	76	47	2.94	0.86
280	          Drift-Net Boat	3.52	4.28	7.92	150	120	66	63	37	2.49	2.54
281	            Forest Owner	3.51	4.69	6.02	175	150	87	69	43	2.75	1.65
282	      Schnapps Distiller	3.50	4.45	7.85	196	158	89	76	48	2.58	1.78
283	             Stonecutter	3.47	4.32	6.00	202	191	114	82	49	3.06	1.03
284	          Milking Parlor	3.47	4.95	10.49	214	182	96	102	52	2.52	1.45
285	     Shifting Cultivator	3.45	5.01	9.77	203	155	91	69	49	2.58	1.61
286	           Lantern House	3.42	3.73	1.70	230	180	112	89	55	2.56	0.35
287	                Bohemian	3.42	4.76	4.75	192	152	87	71	46	2.72	3.18
288	                   Baker	3.39	4.00	10.08	198	183	103	90	47	2.89	1.72
289	          Lawn Fertilzer	3.39	5.27	7.94	194	152	117	65	46	3.11	0.90
290	            Clay Puncher	3.38	4.68	3.39	207	177	119	77	49	2.92	-0.41
291	         Party Organizer	3.38	5.10	11.64	241	224	114	109	57	2.70	1.72
292	              Food Chest	3.34	5.02	7.52	201	162	104	69	47	2.78	0.65
293	            Thick Forest	3.33	4.99	6.76	223	188	127	85	52	2.98	0.59
294	                  Rustic	3.28	4.61	6.52	209	160	82	86	48	2.42	3.56
295	           Pattern Maker	3.28	5.18	9.20	231	196	101	91	53	2.58	2.19
296	        District Manager	3.27	4.50	3.85	214	173	104	81	49	2.65	0.81
297	              New Market	3.27	5.43	10.11	249	212	127	100	57	2.69	0.15
298	           Farm Building	3.27	5.50	7.97	192	138	77	68	44	2.40	3.00
299	          Fodder Chamber	3.25	3.97	13.73	299	281	118	139	68	2.46	3.84
300	                Chairman	3.24	3.77	1.71	163	132	93	62	37	2.93	1.07
301	        Shepherd's Crook	3.23	4.66	8.63	221	185	127	82	50	2.93	0.22
302	               Reed Belt	3.22	4.43	4.09	204	184	114	78	46	2.85	0.30
303	            Clay Carrier	3.22	5.03	7.18	195	166	95	79	44	2.63	0.72
304	  Automatic Water Trough	3.21	5.60	10.44	227	185	102	89	51	2.60	2.65
305	            Feeding Dish	3.19	5.13	8.31	233	180	113	83	52	2.69	1.07
306	   Journeyman Bricklayer	3.18	5.15	9.75	193	167	75	80	43	2.38	3.36
307	         Forest Guardian	3.18	5.17	6.46	193	153	82	76	43	2.42	2.51
308	      Domestician Expert	3.17	4.24	6.71	185	157	86	75	41	2.62	2.18
309	           Rocky Terrain	3.17	5.07	7.29	207	166	103	72	46	2.59	-0.60
310	              Corn Scoop	3.15	4.43	6.07	195	150	102	67	43	2.78	0.98
311	        Livestock Feeder	3.14	4.80	8.61	191	168	92	79	42	2.66	2.02
312	          Hoof Caregiver	3.12	5.17	11.85	247	208	107	94	54	2.51	1.57
313	              Hook Knife	3.09	5.15	10.92	250	203	92	104	54	2.29	3.23
314	          Truffle Slicer	3.08	4.65	9.95	255	230	118	112	55	2.63	1.98
315	           Scythe Worker	3.08	4.75	8.92	204	174	98	83	44	2.56	-0.07
316	                 Swagman	3.05	4.25	5.18	178	150	80	67	38	2.48	0.65
317	               Sack Cart	3.04	4.57	6.67	183	143	90	63	39	2.59	0.56
318	                  Pastor	3.04	4.81	6.78	230	209	96	103	49	2.37	1.89
319	             Seed Trader	3.00	5.30	10.97	219	175	111	74	46	2.67	0.13
320	            Baking Sheet	2.96	4.91	7.19	198	139	89	66	41	2.43	0.39
321	                 Tasting	2.96	4.94	8.23	193	148	86	68	40	2.45	1.58
322	           Brewing Water	2.96	5.16	6.23	203	127	84	71	42	2.36	2.06
323	Inner Districts Director	2.95	5.08	7.63	194	165	70	86	40	2.16	2.74
324	    Fire Protection Pond	2.92	5.05	4.79	220	168	96	76	45	2.34	0.86
325	              Manservant	2.91	4.51	8.27	201	157	79	78	41	2.21	1.52
326	       Storehouse Keeper	2.89	3.79	3.48	178	141	88	57	36	2.59	0.92
327	              Lumberjack	2.89	4.88	8.55	247	193	107	80	50	2.43	1.53
328	        Whisky Distiller	2.88	4.13	4.62	223	187	85	93	45	2.28	2.99
329	                Feedyard	2.88	5.48	11.39	208	163	80	76	42	2.39	4.61
330	           Roof Examiner	2.86	5.35	10.27	205	176	73	85	41	2.10	2.09
331	        Gardener's Knife	2.86	5.68	12.70	215	157	76	81	43	2.15	3.59
332	            Stone Carver	2.83	5.20	6.33	202	161	91	74	40	2.48	1.53
333	            Crack Weeder	2.83	5.47	8.14	222	146	90	68	44	2.22	0.98
334	        Luxurious Hostel	2.82	4.84	12.55	223	150	83	66	44	2.18	3.17
335	      Outskirts Director	2.79	4.30	4.74	174	151	70	66	34	2.22	1.32
336	              Stone Cart	2.79	4.56	5.71	210	173	108	73	41	2.54	-0.55
337	              Trout Pool	2.79	5.43	8.38	210	148	80	77	41	2.15	1.75
338	     German Heath Keeper	2.72	4.62	9.28	210	194	95	89	40	2.37	1.21
339	              Clay Firer	2.69	4.76	8.56	223	205	95	95	42	2.24	-0.03
340	            Market Crier	2.69	5.18	7.77	202	146	88	65	38	2.19	-0.63
341	                  Butler	2.68	5.44	10.64	245	163	72	83	46	1.85	3.68
342	             Home Brewer	2.68	5.48	8.41	208	163	79	76	39	2.19	2.47
343	        Stable Architect	2.66	5.21	13.12	199	141	72	65	37	2.15	3.35
